Id,SalePrice
1461,120408.37607588845
1462,141296.62521680526
1463,171299.88381360218
1464,196627.93779175563
1465,181475.20232250812
1466,159643.98279799972
1467,167567.96038182828
1468,156342.02368708968
1469,168176.08006981615
1470,111807.9222152092
1471,188126.14244067753
1472,97843.04138596523
1473,95072.78121882523
1474,147786.51011887702
1475,109067.8689501946
1476,326665.2307212971
1477,231309.02479227577
1478,272908.199563238
1479,263056.97377713595
1480,492921.2043079254
1481,297920.31590042054
1482,201218.18757225858
1483,162718.45646160614
1484,160936.9117571256
1485,173270.64419957597
1486,184317.18702511594
1487,311537.242254167
1488,228937.2762156586
1489,166374.81215186024
1490,216813.6752837776
1491,183709.93701755832
1492,87445.3139015063
1493,164784.91221233734
1494,271086.7027756891
1495,261948.26214503055
1496,211188.56930080734
1497,147668.8524096235
1498,145891.28752961665
1499,137109.84074805136
1500,134414.92454246097
1501,144960.2965741019
1502,144867.49817968404
1503,270312.61781053623
1504,223608.92231377825
1505,210325.96558757854
1506,186773.0427263395
1507,239325.2005139534
1508,186111.26580246267
1509,149803.3784501651
1510,131895.57741908438
1511,135141.93265952586
1512,163304.26761097874
1513,129260.98135414485
1514,161302.74729297764
1515,166663.84870856316
1516,141546.7417915504
1517,156976.18685030326
1518,139115.03094598732
1519,206399.4468216993
1520,108974.45003065221
1521,122935.608016021
1522,157789.71599333492
1523,95740.10822240339
1524,101670.58350656615
1525,112741.72047792334
1526,103671.92825222955
1527,90874.96529430682
1528,133678.49197802573
1529,119012.10103618275
1530,178409.8947497487
1531,103888.32468727189
1532,93978.6416626832
1533,137653.3974893065
1534,120084.86177144678
1535,157162.58339772702
1536,109541.46063525406
1537,70490.59022859581
1538,166398.56745290355
1539,147614.67065420293
1540,100053.61439059251
1541,134457.68135627956
1542,133957.1671887461
1543,180754.5583221453
1544,83114.38244657437
1545,105878.1518842344
1546,122818.97487054158
1547,118837.48489947696
1548,124825.41520748904
1549,117589.83889493557
1550,124645.40658981519
1551,109032.86603717114
1552,119781.60438555504
1553,131714.4682740928
1554,112210.83542919386
1555,150644.90781377288
1556,84504.09321154932
1557,100539.13237016858
1558,101655.27752794545
1559,71494.02081709357
1560,137548.19058793405
1561,119501.76724604187
1562,115021.76697722849
1563,104096.6230661344
1564,166674.460249381
1565,147077.1690759115
1566,212346.32160123976
1567,75080.54268835894
1568,210652.32197469406
1569,130311.94693758692
1570,123439.34291006495
1571,111127.85407086661
1572,139016.5526268668
1573,209019.83384397297
1574,110359.3917091807
1575,221419.16773971496
1576,258673.4389498109
1577,173809.8491869944
1578,129335.25950950313
1579,142725.889496149
1580,190829.29935830535
1581,136958.51957463106
1582,115382.81372374287
1583,307998.1285368502
1584,212558.03325726348
1585,129031.74713603847
1586,75748.28122442217
1587,89611.50148532548
1588,142461.17591629873
1589,100396.88096811267
1590,128080.83026635354
1591,81492.46241125591
1592,112013.8512180555
1593,113342.75844968048
1594,101279.7536905676
1595,90220.23393137651
1596,189363.5211695714
1597,165635.3266108037
1598,166815.7639935199
1599,168505.34090166428
1600,166392.32392823402
1601,68055.94074033595
1602,123368.91078417365
1603,81816.61806982584
1604,244617.85844703435
1605,239583.00197753304
1606,165722.43345739253
1607,193000.1875325134
1608,205650.533708423
1609,165191.74649580984
1610,128621.25119685149
1611,130101.53692049143
1612,159726.32919733878
1613,165323.28951053758
1614,128252.42854397642
1615,93046.7436247661
1616,75029.79264379451
1617,98466.54745223935
1618,118302.36204972211
1619,125019.94490479633
1620,149807.20028874467
1621,135137.1877619138
1622,140446.88402007477
1623,231697.72617965884
1624,211809.23251913794
1625,115450.57090110474
1626,173223.384998255
1627,190007.77043795233
1628,262860.80617007776
1629,154644.68574226115
1630,306004.28467270936
1631,190256.57446154972
1632,208571.4986469692
1633,157566.60394622202
1634,176327.02617103106
1635,165511.61902480866
1636,140899.72480568392
1637,181061.32484858792
1638,180347.49180391475
1639,177240.32842613274
1640,224128.7320357532
1641,154532.63910431453
1642,204627.42554361522
1643,202396.58720688944
1644,204242.52766939616
1645,186385.7846156469
1646,150163.85345687537
1647,153202.1710933934
1648,119098.79251940771
1649,125551.91131228543
1650,111539.79275240588
1651,121523.15011619717
1652,96193.78559056777
1653,93877.93682191632
1654,139634.30496562176
1655,131413.26841930402
1656,138706.3394825516
1657,140069.47082852214
1658,142057.64998714076
1659,124411.70379534944
1660,144505.5601492085
1661,406791.39533107774
1662,319884.7128425236
1663,334311.51823656016
1664,444312.64854485495
1665,271738.612554377
1666,317273.97446294705
1667,333623.2784773872
1668,320980.0514900182
1669,260049.44155905317
1670,304914.80211607076
1671,255151.9635208875
1672,405244.6942287226
1673,262380.9245327101
1674,236242.1663479369
1675,185097.47904853363
1676,181313.30699170867
1677,200044.42668566128
1678,438032.2775834024
1679,328419.3480760686
1680,279826.8986787768
1681,212769.46109131654
1682,283095.7866937582
1683,173097.38514073065
1684,176040.77393998663
1685,167122.44201542993
1686,163777.31704252967
1687,154428.10828988833
1688,182905.72440970433
1689,188368.99887842187
1690,198332.6276376555
1691,185752.58418389523
1692,236079.0973507281
1693,149823.28088524673
1694,172451.89733785536
1695,141200.21290131498
1696,237758.05872710902
1697,150539.85667817012
1698,325302.07528779027
1699,275079.9433635893
1700,226029.59427281524
1701,243620.69712264457
1702,252126.1885195513
1703,235135.62407517372
1704,269093.9234471727
1705,227611.63008350672
1706,412310.65696754586
1707,181106.6494387308
1708,192891.11063225556
1709,271629.5332900118
1710,207650.24029020325
1711,254572.40933796085
1712,238298.46180518816
1713,253721.27726482306
1714,190189.84993530638
1715,182799.97794862956
1716,173053.11031301922
1717,161735.96042615199
1718,121143.52488352876
1719,188472.19038016142
1720,215251.8344576471
1721,162515.057293103
1722,116623.47073217173
1723,150094.42543741871
1724,190010.94566488964
1725,206787.91310698105
1726,161389.5186790755
1727,143542.41605309676
1728,155414.36886250548
1729,155917.39140166785
1730,157679.92150763518
1731,102226.17447796388
1732,125880.95995633138
1733,120676.30792610634
1734,110452.74382293748
1735,130993.98485285336
1736,95884.79622886
1737,293542.5623538963
1738,218056.73003832088
1739,227202.29838193714
1740,190231.60044074265
1741,172342.38740557898
1742,138575.53470892375
1743,161096.5676902802
1744,266574.6504298341
1745,204438.25012981897
1746,144849.7312976369
1747,198999.5904557803
1748,195916.9469721705
1749,126977.4205144489
1750,123060.12708524105
1751,236448.6010581186
1752,108681.82361713731
1753,139845.8883063656
1754,203196.13358504281
1755,150296.9778922422
1756,109442.28029457797
1757,107466.51982128037
1758,129152.87880893846
1759,130387.20740395195
1760,155625.90494278644
1761,152401.1874396986
1762,157459.27434380783
1763,151030.44295680293
1764,95037.17508091214
1765,162423.79871238503
1766,184055.3440296168
1767,227565.72843843466
1768,128513.1886759661
1769,158431.58895843258
1770,152831.12158412734
1771,109332.55708668058
1772,112139.88410055624
1773,111088.82663813497
1774,138904.03326858932
1775,124867.17830818224
1776,105859.61982709449
1777,94388.27419081927
1778,131620.1631391757
1779,104577.96464360281
1780,187795.70372338657
1781,115443.40601568365
1782,80171.23240375657
1783,146854.23515544468
1784,105511.97634505482
1785,103833.59672084686
1786,121874.58840086346
1787,143750.31649362922
1788,58260.724678996216
1789,90508.76829490694
1790,69020.80528571687
1791,204425.85439728646
1792,152471.02291500528
1793,125162.5261670374
1794,154307.2102888227
1795,118993.91175466936
1796,101550.43695231629
1797,140303.50921549916
1798,105497.801102785
1799,101758.96857706574
1800,101466.53066948899
1801,123406.21774525754
1802,143860.98749359025
1803,134600.80406900862
1804,145802.69282805847
1805,127132.60140697642
1806,128564.7807973373
1807,143788.70767578337
1808,103594.18258727863
1809,103134.86243506438
1810,130781.64249422197
1811,87282.73124174571
1812,86632.14287613255
1813,116963.65046669707
1814,82286.83129910045
1815,57430.124097913205
1816,88508.91688388887
1817,97553.89026405277
1818,127430.96391605743
1819,120350.24893645153
1820,61909.59745583519
1821,101881.3871934657
1822,142265.7018910072
1823,50839.0654368193
1824,112122.50616481973
1825,114221.2963902136
1826,94936.85934702316
